"","Última Execução","Álbum Artista","Album","Artista","Título","Ano","classificação","Gênero","Compositor","Agrupar","Faixa #","Nota","BPM","Duração","Bit rate","ReplayGain","","Data Adicionada","LOCALIZAÇÃO","Comentário","Color"
"0","","","Isiqalo","Zaba/Dlala Thukzin","iStofu","2022","0","","","","","6A","113.0000","6:43","192","-3.8885 dB","mp3","2025-08-03T17:03:35.063","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/iStofu.mp3","",""
"0","","","Lucent","Tyler ICU/Cooper SA/Kailey Botman/Nontokozo Mkhize","iThemba (feat. Cooper SA, Nontokozo Mkhize & Kailey Botman)","2024","0","","","","","11B","112.0000","6:18","192","-2.98282 dB","mp3","2025-08-03T17:03:35.078","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/iThemba (feat. Cooper SA, Nontokozo Mkhize & Kailey Botman).mp3","",""
"0","","","Ntsako","Kelvin Momo/Da Muziqal Chef/Thatohatsi/Tracy","Vulani (feat. Thatohatsi & Tracy)","2024","0","","","","","12B","113.0000","7:56","192","-3.66874 dB","mp3","2025-08-03T17:03:35.083","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Vulani (feat. Thatohatsi & Tracy).mp3","",""
"0","","","Kwenzekile (feat. Madumane and Chang Cello)","Blxckie/Chang Cello/Madumane","Kwenzekile (feat. Madumane and Chang Cello)","2021","0","","","","","2A","85.0000","3:48","128","-3.47268 dB","mp3","2025-08-03T17:03:35.097","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Kwenzekile (feat. Madumane and Chang Cello).mp3","",""
"0","","","Balimele","DBN Gogo/Tyler ICU/LeeMcKrazy/Khalil Harrison/Tumelo_za/Ceeka RSA/Eltee","Balimele","2024","0","","","","","11A","112.0000","4:00","192","-6.28433 dB","mp3","2025-08-03T17:03:35.112","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Balimele.mp3","",""
"0","","","4 Da Ho's","Uncle Waffles/Royal MusiQ/Mark Khoza/CowBoii/Uncool MC","BAPHI (feat. Royal MusiQ, Mark Khoza, CowBoii, & Uncool MC)","2024","0","","","","","6A","114.0000","4:44","192","-5.21082 dB","mp3","2025-08-03T17:03:35.127","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/BAPHI (feat. Royal MusiQ, Mark Khoza, CowBoii, & Uncool MC).mp3","",""
"0","","","Bawo Vula (Remix)","Sfarzo Rtee/Kelvin Momo/Makhanj","Bawo Vula - Remix","2024","0","","","","","10B","113.0000","7:21","192","-1.16299 dB","mp3","2025-08-03T17:03:35.142","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Bawo Vula - Remix.mp3","",""
"0","","","BOOM SZN","ANATII/Busta Rhymes/Chley/MarC/Almighty","BOOM","2024","0","","","","","9A","112.0000","6:18","192","-3.76241 dB","mp3","2025-08-03T17:03:35.156","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/BOOM.mp3","",""
"0","","","SR3","K.O/Young Stunna/Blxckie","SETE (feat. Young Stunna & Blxckie)","2022","0","","","","","9B","96.0000","4:09","192","-8.21559 dB","mp3","2025-08-03T17:03:35.172","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/SETE (feat. Young Stunna & Blxckie).mp3","",""
"0","","","Sgudi Snyc","De Mthuda/Da Muziqal Chef/Kwiish SA/Eemoh","iThuba","2023","0","","","","","9A","113.0000","4:47","192","-4.14617 dB","mp3","2025-08-03T17:03:35.188","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/iThuba.mp3","",""
"0","","","SOLACE","Uncle Waffles/Shakes & Les/Optimist Music ZA","Khula (feat. Shakes & Les and Optimist Music ZA)","2023","0","","","","","12B","112.0000","6:00","192","-6.1288 dB","mp3","2025-08-03T17:03:35.202","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Khula (feat. Shakes & Les and Optimist Music ZA).mp3","",""
"0","","","Sewe","Kelvin Momo/Sykes","Bala (feat. SYKES)","2024","0","","","","","5A","114.0000","6:44","192","-4.55492 dB","mp3","2025-08-03T17:03:35.217","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Bala (feat. SYKES).mp3","",""
"0","","","Kurhula","Kelvin Momo/Babalwa M/Nia Pearl/Stixx","Amalobolo (feat. Stixx, Nia Pearl)","2023","0","","","","","11B","113.0000","8:29","192","1.40199 dB","mp3","2025-08-03T17:03:35.231","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Amalobolo (feat. Stixx, Nia Pearl).mp3","",""
"0","","","To the World & Beyond","Sun-El Musician/Simmy/Sino Msolo","Kwalula","2020","0","","","","","3B","101.0000","4:29","192","-7.25403 dB","mp3","2025-08-03T17:03:35.245","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Kwalula.mp3","",""
"0","","","SOLACE","Uncle Waffles/Tony Duardo/Manana/Lusanda","Echoes (feat. Tony Duardo, Manana & Lusanda)","2023","0","","","","","3B","110.0000","4:04","192","-4.39427 dB","mp3","2025-08-03T17:03:35.260","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Echoes (feat. Tony Duardo, Manana & Lusanda).mp3","",""
"0","","","eGoli (feat. Eltee & Novatron)","CowBoii/Mellow & Sleazy/Scotts Maphuma/Eltee/Novatron","eGoli (feat. Eltee & Novatron)","2024","0","","","","","4A","112.0000","3:44","192","-3.19894 dB","mp3","2025-08-03T17:03:35.274","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/eGoli (feat. Eltee & Novatron).mp3","",""
"0","","","Permanent Music 3","Dlala Thukzin/Zaba/Sykes","iPlan","2023","0","","","","","5A","118.0000","3:42","192","-3.93369 dB","mp3","2025-08-03T17:03:35.289","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/iPlan.mp3","",""
"0","","","Instituto de Saúde Mental","Essence (Br)/Sonic Massala","Instituto de Saúde Mental","2020","0","","","","","4B","140.0000","8:24","320","-10.0231 dB","mp3","2025-08-03T17:03:35.304","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Instituto de Saúde Mental.mp3","",""
"1","2025-08-06T18:55:49.000","","Jealousy (feat. Leemckrazy & Ceeka RSA)","Khalil Harrison/Tyler ICU/LeeMcKrazy/Ceeka RSA","Jealousy (feat. Leemckrazy & Ceeka RSA)","2023","5","","","","","9A","113.0000","6:30","320","-10.5699 dB","mp3","2025-08-03T17:03:35.318","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Jealousy (feat. Leemckrazy & Ceeka RSA).mp3","",""
"0","","","Lucent","Tyler ICU/Optimist Music ZA/Ceeka RSA/Loony Q/TABITOS/DJ Exit","Iy'pikiri (feat. Loony Q, Optimist Music ZA, TABITOS, Ceeka RSA & DJ Exit)","2024","0","","","","","2A","112.0000","5:14","192","-6.7038 dB","mp3","2025-08-03T17:03:35.334","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Iy'pikiri (feat. Loony Q, Optimist Music ZA, TABITOS, Ceeka RSA & DJ Exit).mp3","",""
"0","","","Lucent","Tyler ICU/DJ Exit/Khalil Harrison/Marsey/CowBoii/Ceeka RSA/Tyrone Dee","Intsango (feat. Marsey, CowBoii, Khalil Harrison, Ceeka RSA & Tyrone Dee)","2024","0","","","","","7A","113.0000","6:06","192","-4.49821 dB","mp3","2025-08-03T17:03:35.349","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Intsango (feat. Marsey, CowBoii, Khalil Harrison, Ceeka RSA & Tyrone Dee).mp3","",""
"0","","","Lucent","Tyler ICU/Ceeka RSA/DJ Exit/Tyrone Dee/Mr. Nation Thingz","Iyavuma (feat. Ceeka RSA, DJ Exit, Tyrone Dee & Mr Nation Thingz)","2024","0","","","","","8A","113.0000","6:06","192","-5.73599 dB","mp3","2025-08-03T17:03:35.363","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Iyavuma (feat. Ceeka RSA, DJ Exit, Tyrone Dee & Mr Nation Thingz).mp3","",""
"0","","","Lucent","Tyler ICU/Ceeka RSA/LeeMcKrazy/Khalil Harrison","Ibovha (feat. LeeMcKrazy & Khalil Harrison)","2024","0","","","","","5A","113.0000","5:16","192","-6.80083 dB","mp3","2025-08-03T17:03:35.377","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Ibovha (feat. LeeMcKrazy & Khalil Harrison).mp3","",""
"0","","","Lucent","Tyler ICU/Ceeka RSA/DJ Exit/CowBoii/Khalil Harrison","Awuna Mali (feat. DJ Exit, CowBoii & Khalil Harrison)","2024","0","","","","","7A","113.0000","6:06","192","-7.57382 dB","mp3","2025-08-03T17:03:35.392","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Awuna Mali (feat. DJ Exit, CowBoii & Khalil Harrison).mp3","",""
"0","","","Lucent","Tyler ICU/Maline Aura/Khalil Harrison/Tyrone Dee","Nhlalonhle (feat. Maline Aura, Khalil Harrison & Tyrone Dee)","2024","0","","","","","8A","113.0000","6:23","192","-2.22563 dB","mp3","2025-08-03T17:03:35.406","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Nhlalonhle (feat. Maline Aura, Khalil Harrison & Tyrone Dee).mp3","",""
"0","","","Lucent","Tyler ICU/Ceeka RSA/Kailey Botman","Hlala nami (feat. Kailey Botman)","2024","0","","","","","1B","113.0000","6:40","192","-4.14434 dB","mp3","2025-08-03T17:03:35.421","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Hlala nami (feat. Kailey Botman).mp3","",""
"0","","","Lucent","Tyler ICU/Tabia Songbird/Carter 55","Emakhosini (feat. Tabia Songbird & Carter 55)","2024","0","","","","","12A","113.0000","5:27","192","1.84396 dB","mp3","2025-08-03T17:03:35.435","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Emakhosini (feat. Tabia Songbird & Carter 55).mp3","",""
"0","","","Banyana","DJ Maphorisa/Tyler ICU/Visca/Madumane/Mpura/Daliwonga","Izolo (feat. Madumane, Mpura & Daliwonga)","2021","0","","","","","2A","112.0000","4:49","192","-5.94312 dB","mp3","2025-08-03T17:03:35.450","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Izolo (feat. Madumane, Mpura & Daliwonga).mp3","",""
"0","","","Banyana","DJ Maphorisa/Tyler ICU/Kabza De Small/Sir Trill/Daliwonga","Banyana (feat. Sir Trill, Daliwonga & Kabza De Small)","2021","0","","","","","3A","112.0000","3:44","192","-7.07774 dB","mp3","2025-08-03T17:03:35.466","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Banyana (feat. Sir Trill, Daliwonga & Kabza De Small).mp3","",""
"0","","","Forever Yena (Vocal Remix)","Major_Keys/Tyler ICU/Khalil Harrison","Forever Yena - Vocal Remix","2023","0","","","","","1A","112.0000","5:12","192","-6.92698 dB","mp3","2025-08-03T17:03:35.480","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Forever Yena - Vocal Remix.mp3","",""
"0","","","Dalie (feat. Baby S.O.N)","Kamo Mphela/Tyler ICU/Khalil Harrison/Baby S.O.N","Dalie (feat. Baby S.O.N)","2023","0","","","","","4A","113.0000","4:41","192","-5.59314 dB","mp3","2025-08-03T17:03:35.493","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Dalie (feat. Baby S.O.N).mp3","",""
"0","","","Lucent","Tyler ICU/Tumelo_za/DJ Maphorisa/Nandipha808/Ceeka RSA/Tyrone Dee","Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)","2024","0","","","","","4A","113.0000","2:52","192","-8.35496 dB","mp3","2025-08-03T17:03:35.509","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee) 2.mp3","",""
"0","","","One Side","Iyanya","One Side","2022","0","","","","","7B","103.0000","2:41","320","-7.7151 dB","mp3","2025-08-03T17:03:35.524","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/One Side.mp3","",""
"0","","","Back to Back","Zerrydl","Back to Back","2024","0","","","","","3A","115.0000","2:26","320","-8.90709 dB","mp3","2025-08-03T17:03:35.540","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Back to Back.mp3","",""
"0","","","One Side (Remix)","Iyanya/Mayorkun/Tekno","One Side - Remix","2023","0","","","","","7B","103.0000","3:18","320","-10.6403 dB","mp3","2025-08-03T17:03:35.554","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/One Side - Remix.mp3","",""
"0","","","La Berceuse","DJ Did/DJ W+","La Berceuse","2022","0","","","","","7B","86.0000","5:16","320","-8.35556 dB","mp3","2025-08-03T17:03:35.569","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/La Berceuse.mp3","",""
"0","","","Puff & Pass (Remix)","Zerrydl/Shallipopi","Puff & Pass (Remix)","2023","0","","","","","3A","113.0000","2:41","320","-9.28974 dB","mp3","2025-08-03T17:03:35.583","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Puff & Pass (Remix).mp3","",""
"0","","","Mr. Money With The Vibe","Asake/Burna Boy","Sungba (feat. Burna Boy) - Remix","2022","0","","","","","8B","112.0000","3:30","320","-8.09519 dB","mp3","2025-08-03T17:03:35.598","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Sungba (feat. Burna Boy) - Remix.mp3","",""
"0","","","Like (feat. Kizz Daniel)","Iyanya/Davido/Kizz Daniel","Like (feat. Kizz Daniel)","2022","0","","","","","10B","110.0000","2:30","320","-9.33895 dB","mp3","2025-08-03T17:03:35.612","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Like (feat. Kizz Daniel).mp3","",""
"0","","","Miracle Child","Makhadzi Entertainment/Master KG/Nkosazana Daughter/Iyanya","Nnana (feat. Master KG, Nkosazana Daughter & Iyanya)","2024","0","","","","","1B","113.0000","5:07","320","-7.77062 dB","mp3","2025-08-03T17:03:35.642","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Nnana (feat. Master KG, Nkosazana Daughter & Iyanya).mp3","",""
"0","","","ATTINERGY","DJ Did/Nery Pro","Hoje Tem","2024","0","","","","","4A","131.0000","2:20","320","-10.1335 dB","mp3","2025-08-03T17:03:35.657","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Hoje Tem.mp3","",""
"1","2025-08-06T19:20:43.000","","From 971","DJ Did/Dj Lalan","From 971","2023","5","","","","","9A","113.0000","6:09","320","-5.04959 dB","mp3","2025-08-03T17:03:35.673","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/From 971.mp3","",""
"0","","","For Where?","Bayanni/Zerrydl","For Where?","2024","0","","","","","9A","110.0000","1:53","320","-9.03611 dB","mp3","2025-08-03T17:03:35.687","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/For Where?.mp3","",""
"0","","","Desire","Iyanya","Kukere","2013","0","","","","","2B","130.0000","3:45","320","-9.70092 dB","mp3","2025-08-03T17:03:35.701","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Kukere.mp3","",""
"0","","","HAUSAPIANO (Remix)","Kvng Vinci/Zerrydl","HAUSAPIANO - Remix","2024","0","","","","","8B","116.0000","2:17","320","-8.01493 dB","mp3","2025-08-03T17:03:35.714","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/HAUSAPIANO - Remix.mp3","",""
"0","","","Kese (Dance)","Wizkid","Kese (Dance)","2024","0","","","","","5A","118.0000","2:54","320","-9.43612 dB","mp3","2025-08-03T17:03:35.727","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Kese (Dance).mp3","",""
"0","","","Dip Dop","DJ Did","Dip Dop","2015","0","","","","","3B","129.0000","3:02","320","-8.21007 dB","mp3","2025-08-03T17:03:35.741","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Dip Dop.mp3","",""
"0","","","888 (Abundance, Success and Achievement)","Iyanya/Tekno","Shagara","2024","0","","","","","4A","112.0000","3:21","320","-10.8125 dB","mp3","2025-08-03T17:03:35.755","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Shagara.mp3","",""
"0","","","Rapperholic","Sarkodie/EL","U Go Kill Me (feat. El)","2012","0","","","","","7A","119.0000","3:45","320","-11.1086 dB","mp3","2025-08-03T17:03:35.768","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/U Go Kill Me (feat. El).mp3","",""
"0","","","Hot (Instrumental)","Metrixx","Hot - Instrumental","2019","0","","","","","6A","111.9834","3:14","320","-9.85274 dB","mp3","2025-08-03T17:03:35.782","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Hot - Instrumental.mp3","",""
"0","","","Danger Zee","Zerrydl","Popo","2023","0","","","","","6A","114.0000","2:33","320","-9.59443 dB","mp3","2025-08-03T17:03:35.797","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Popo.mp3","",""
"0","","","Right Now","Darkoo/Davido/Rvssian","Right Now","2024","0","","","","","7B","90.0000","3:02","192","-9.99709 dB","mp3","2025-08-03T17:03:35.810","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Right Now.mp3","",""
"0","","","Amazekethe (feat. Soulful Disciple & Mdu aka TRP)","Felo Le Tee/Scotts Maphuma/Nkulee501/Soulful Disciple/MDU aka TRP","Amazekethe (feat. Soulful Disciple & Mdu aka TRP)","2024","0","","","","","11A","113.0000","7:09","192","-6.65168 dB","mp3","2025-08-03T17:03:35.824","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Amazekethe (feat. Soulful Disciple & Mdu aka TRP).mp3","",""
"0","","","Anybody","Burna Boy","Anybody","2019","0","","","","","11A","104.0000","3:15","128","-10.6744 dB","mp3","2025-08-03T17:03:35.838","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Anybody.mp3","",""
"0","","","ASYLUM","Uncle Waffles/Tony Duardo/Justin99/Pcee/EeQue/Chley","Yahyuppiyah (feat. Pcee, EeQue & Chley)","2023","0","","","","","3B","112.0000","4:49","192","2.6296 dB","mp3","2025-08-03T17:03:35.866","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Yahyuppiyah (feat. Pcee, EeQue & Chley).mp3","",""
"0","","","RU The World","Ruger","Asiwaju","2023","0","","","","","4B","100.0000","3:36","192","-8.61254 dB","mp3","2025-08-03T17:03:35.880","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Asiwaju.mp3","",""
"0","","","I NEVER LIKED YOU","Future/Drake/Tems","WAIT FOR U (feat. Drake & Tems)","2022","0","","","","","3B","85.0000","3:11","192","-9.24148 dB","mp3","2025-08-03T17:03:35.893","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/WAIT FOR U (feat. Drake & Tems).mp3","",""
"0","","","L.I.T.A","Camidoh/Mayorkun/Darkoo/King Promise","Sugarcane - Remix","2023","0","","","","","4B","101.0000","4:14","192","-8.25514 dB","mp3","2025-08-03T17:03:35.920","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Sugarcane - Remix.mp3","",""
"0","","","Bra","Ashango/Kofi Nti","Bra","2020","0","","","","","10B","128.0000","3:13","192","-10.0309 dB","mp3","2025-08-03T17:03:35.973","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Bra.mp3","",""
"0","","","Lungu Boy","Asake","Fuji Vibe","2024","0","","","","","2B","128.0000","5:22","192","-9.26501 dB","mp3","2025-08-03T17:03:35.987","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Fuji Vibe.mp3","",""
"0","","","Toma Toma","Ruger/Tiwa Savage","Toma Toma","2024","0","","","","","9B","130.0000","2:50","192","-9.29047 dB","mp3","2025-08-03T17:03:36.015","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Toma Toma.mp3","",""
"0","","","Bad Vibes","Ayra Starr/Seyi Vibez","Bad Vibes (feat. Seyi Vibez)","2024","0","","","","","12A","96.0000","2:52","192","-9.05491 dB","mp3","2025-08-03T17:03:36.028","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Bad Vibes (feat. Seyi Vibez).mp3","",""
"0","","","Work Of Art","Asake","Lonely At The Top","2023","0","","","","","11B","104.9725","3:24","192","-6.99843 dB","mp3","2025-08-03T17:03:36.042","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Lonely At The Top.mp3","",""
"0","","","Biri Marung (feat. Sje Konka, Focalistic, DJ Maphorisa, Scotts Maphuma & CowBoii)","Mr Pilato/Ego Slimflow/Tebogo G Mashego/SJE Konka/Focalistic/DJ Maphorisa/Scotts Maphuma/CowBoii","Biri Marung (feat. Sje Konka, Focalistic, DJ Maphorisa, Scotts Maphuma & CowBoii)","2024","0","","","","","11B","113.0000","4:46","192","-6.91342 dB","mp3","2025-08-03T17:03:36.070","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Biri Marung (feat. Sje Konka, Focalistic, DJ Maphorisa, Scotts Maphuma & CowBoii).mp3","",""
"0","","","The III Wise Men","Felo Le Tee/Mellow & Sleazy/Keynote/LK Deepstix","Midnight Prayer (feat. Key note & LK Deepstix)","2023","0","","","","","11A","112.0000","7:28","192","-5.78204 dB","mp3","2025-08-03T17:03:36.084","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Midnight Prayer (feat. Key note & LK Deepstix).mp3","",""
"0","","","Ka Lekeke (feat. Dj Motee, L4desh & Turnupkiid)","Felo Le Tee/Focalistic/Massive95k/Dj Motee/L4desh/Turnupkiid","Ka Lekeke (feat. Dj Motee, L4desh & Turnupkiid)","2024","0","","","","","12A","112.0000","4:07","192","-5.408 dB","mp3","2025-08-03T17:03:36.112","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Ka Lekeke (feat. Dj Motee, L4desh & Turnupkiid).mp3","",""
"0","","","Timeless","Davido/Focalistic","Champion Sound","2023","0","","","","","12A","113.0000","4:13","128","-1.83948 dB","mp3","2025-08-03T17:03:36.125","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Champion Sound.mp3","",""
"0","","","Celia","Tiwa Savage","Koroba","2020","0","","","","","10A","103.9167","2:42","192","-3.77949 dB","mp3","2025-08-03T17:03:36.139","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Koroba.mp3","",""
"0","","","Nobody","DJ Neptune/Joeboy/Mr Eazi","Nobody","2020","0","","","","","11B","108.0000","2:29","192","-11.1302 dB","mp3","2025-08-03T17:03:36.153","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Nobody.mp3","",""
"0","","","Favourite Girl (with Rema)","Darkoo/Rema","Favourite Girl (with Rema)","2024","0","","","","","4B","99.9853","3:09","192","-11.1865 dB","mp3","2025-08-03T17:03:36.166","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Favourite Girl (with Rema).mp3","",""
"0","","","Certified Loner (No Competition)","Mayorkun","Certified Loner (No Competition)","2022","0","","","","","11B","112.0000","2:48","192","-7.69063 dB","mp3","2025-08-03T17:03:36.179","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Certified Loner (No Competition).mp3","",""
"0","","","FIA","Davido","FIA","2017","0","","","","","11B","107.0000","3:47","192","-9.54433 dB","mp3","2025-08-03T17:03:36.192","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/FIA.mp3","",""
"0","","","Ayra Starr","Ayra Starr","Away","2021","0","","","","","2B","160.0000","3:00","192","-5.90128 dB","mp3","2025-08-03T17:03:36.219","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Away.mp3","",""
"0","","","Tony Montana","Skepta/Portable/JAE5","Tony Montana","2024","0","","","","","12A","110.0000","3:30","192","-8.3888 dB","mp3","2025-08-03T17:03:36.233","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Tony Montana.mp3","",""
"1","2025-08-23T13:40:15.000","","Green With Envy","Tion Wayne/Russ Millions/ArrDee/E1 (3x3)/ZT (3x3)/Bugzy Malone/Buni/Fivio Foreign/Darkoo","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","2021","0","","","","","11A","70.5000","4:39","192","-7.522 dB","mp3","2025-08-03T17:03:36.260","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo].mp3","",""
"0","","","Guerrinhas Fofinhas","Malafaia Na Voz","Trava na Posição","2022","0","","","","","9A","120.1667","2:57","192","-6.34018 dB","mp3","2025-08-03T17:03:36.273","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Trava na Posição.mp3","",""
